bytes,channel,date,error,file,kind,ok,relevance,score,sha256,source,source_page,title,url,year
12426,,,,data\raw\public_agriculture_sources\jurong_local_agri_support\historical_data\jurong_statistics_2020.md,jurong_historical_statistics,True,,,d9da331fcb107168a76753b4d2c311f068620bc7adb1ab486646bccc2fcace35,句容市统计局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\statistics_2020.html,句容市2020年国民经济和社会发展统计公报,https://www.jurong.gov.cn/jrtjj/tjgb/202107/5b9cabd08f524c1a8d3b81e28961a660.shtml,2020
13716,,,,data\raw\public_agriculture_sources\jurong_local_agri_support\historical_data\jurong_statistics_2019.md,jurong_historical_statistics,True,,,bd0d2179f8a5fb8317cfe692d21facdcd868b18e5dac040d82effac14751b867,句容市统计局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\statistics_2019.html,句容市2019年国民经济和社会发展统计公报,https://www.jurong.gov.cn/jrtjj/tjgb/202008/038115170da6451cb49a746887b7f3fa.shtml,2019
19880,,,,data\raw\public_agriculture_sources\jurong_local_agri_support\historical_data\jurong_statistics_2018.md,jurong_historical_statistics,True,,,874fc3c708747d4a33e12ddfa6469835026172d29b6a06dd8eeacfd590e72909,句容市统计局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\statistics_2018.html,句容市2018年国民经济和社会发展统计公报,https://www.jurong.gov.cn/jrtjj/tjgb/201906/f4db2428986f495bb16f8c010c5ed33d.shtml,2018
19800,,,,data\raw\public_agriculture_sources\jurong_local_agri_support\historical_data\jurong_statistics_2017.md,jurong_historical_statistics,True,,,6601c241de6f9cb1b48cc9ea0aea1add3b34dc766d9d8e66bcb6e25935eb0545,句容市统计局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\statistics_2017.html,句容市2017年国民经济和社会发展统计公报,https://www.jurong.gov.cn/jrtjj/tjgb/202008/0fcc1d6b191041d898d99769f59e2e84.shtml,2017
18230,,,,data\raw\public_agriculture_sources\jurong_local_agri_support\historical_data\jurong_statistics_2016.md,jurong_historical_statistics,True,,,99a9e84ea490f28231463ede12650ce5d441b353f38228fb549ed2c720e151cc,句容市统计局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\statistics_2016.html,句容市2016年国民经济和社会发展统计公报,https://www.jurong.gov.cn/jrtjj/tjgb/201705/d98c4999964243c7b46b4aa1a83302ae.shtml,2016
20574,,,,data\raw\public_agriculture_sources\jurong_local_agri_support\historical_data\jurong_statistics_2015.md,jurong_historical_statistics,True,,,b2462ec3c5b4a25dd563b014a89eb861362ade66424757150f4fc9bd9bf821a7,句容市统计局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\statistics_2015.html,句容市2015年国民经济和社会发展统计公报,https://www.jurong.gov.cn/jrtjj/tjgb/201605/415482cb6ca44354a807817c0ddc9a4d.shtml,2015
20816,,,,data\raw\public_agriculture_sources\jurong_local_agri_support\historical_data\jurong_statistics_2014.md,jurong_historical_statistics,True,,,5cbd17a5dd1ad041cad819c7f8739e2a7a54d35d32e2bf093f32fafece17899b,句容市统计局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\statistics_2014.html,句容市2014年国民经济和社会发展统计公报,https://www.jurong.gov.cn/jrtjj/tjgb/201505/ed6d6cfb031c44e4b39aa28e0171d9d4.shtml,2014
19985,,,,data\raw\public_agriculture_sources\jurong_local_agri_support\historical_data\jurong_statistics_2013.md,jurong_historical_statistics,True,,,24fe737716ef726eef19e5c177b90a71ed2e744b84ff2910ca1965a7a0e81126,句容市统计局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\statistics_2013.html,句容市2013年国民经济和社会发展统计公报,https://www.jurong.gov.cn/jrtjj/tjgb/201405/eca4793790aa48b19fad0c38d9fd5e66.shtml,2013
20620,,,,data\raw\public_agriculture_sources\jurong_local_agri_support\historical_data\jurong_statistics_2012.md,jurong_historical_statistics,True,,,645746a79551c4df94b9aba88d21eff0d19c05d4344eadf1ea80fb2322fc9bec,句容市统计局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\statistics_2012.html,句容市2012年国民经济和社会发展统计公报,https://www.jurong.gov.cn/jrtjj/tjgb/201304/12e5bf7f0b1d4dacbbc2348f4533b342.shtml,2012
4189,今日句容,2026-05-13 08:35,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\01_句容现代农业产业园通过_国考.md,jurong_local_agri_report,True,,325,ecbebf36bcd01d542db148d98a2d66ea98554398048d00573a72b7aab89306d8,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_01_句容现代农业产业园通过_国考.html,句容现代农业产业园通过“国考”,https://www.jurong.gov.cn/jurong/jrjr/202605/29e1b216e8c14993959706ec0f449be3.shtml,
3032,今日句容,2025-11-12 09:01,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\02_国家现代农业产业园科创中心主体完工_预计11月中下旬投运.md,jurong_local_agri_report,True,,220,1fddba4b8252253ef424cc4a23aee68c282ea6f94b9406609678c581fdde0e32,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_02_国家现代农业产业园科创中心主体完工_预计11月中下旬投运.html,国家现代农业产业园科创中心主体完工 预计11月中下旬投运,https://www.jurong.gov.cn/jurong/jrjr/202511/8f5cd0b89af34d77b4697674cb9080a2.shtml,
6130,乡镇动态,2026-01-21 08:41,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\03_茅山镇种植的葡萄和玉米接连在省内首次实现出口_小镇农产品蹚出_出海_新范式.md,jurong_local_agri_report,True,,217,e9ef4bf7904fa33699b6e71b8b44007f7846a227af190a8f9e9d3e39bf11f41e,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_03_茅山镇种植的葡萄和玉米接连在省内首次实现出口_小镇农产品蹚出_出海_新范式.html,茅山镇种植的葡萄和玉米接连在省内首次实现出口 小镇农产品蹚出“出海”新范式,https://www.jurong.gov.cn/jurong/xzdt/202601/22654549f07042528cea87bd2250b633.shtml,
3072,今日句容,2026-04-09 09:03,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\04_吴庆文来句调研时强调_坚持创新驱动引领产业升级_做强特色产业赋能乡村振兴.md,jurong_local_agri_report,True,,195,efbc4f4e225665edd69cc22f30c0d5ec33d53d876f8ccfd9762648725bba1e41,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_04_吴庆文来句调研时强调_坚持创新驱动引领产业升级_做强特色产业赋能乡村振兴.html,吴庆文来句调研时强调 坚持创新驱动引领产业升级 做强特色产业赋能乡村振兴,https://www.jurong.gov.cn/jurong/jrjr/202604/987e0c72bf984fde8308f6e53a289b51.shtml,
3824,乡镇动态,2024-05-01 15:17,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\05_绿叶_变_金叶_茶园成公园_茅山镇茶_业_绘就乡村振兴新画卷.md,jurong_local_agri_report,True,,182,96a6a0f93e58840126ab5a369da7329b7b32d426271fc83f2f3aebd050937dbb,句容市茅山镇,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_05_绿叶_变_金叶_茶园成公园_茅山镇茶_业_绘就乡村振兴新画卷.html,“绿叶”变“金叶” 茶园成公园 茅山镇茶“业”绘就乡村振兴新画卷,https://www.jurong.gov.cn/jurong/xzdt/202407/c81e3c941839404b848d85f9a8c852f3.shtml,
3577,今日句容,2026-05-15 08:45,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\06_茅山镇茶_业_激活乡村振兴新引擎.md,jurong_local_agri_report,True,,181,d7ce1c3c71cfb7fb57ab596a4d61496ce2c215f9c2d3c2882bc8e5a139b76d99,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_06_茅山镇茶_业_激活乡村振兴新引擎.html,茅山镇茶“业”激活乡村振兴新引擎,https://www.jurong.gov.cn/jurong/jrjr/202605/4338e1ede0df4b0ca00ec9015f2925ff.shtml,
4723,乡镇动态,2024-11-27 10:44,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\07_江苏句容华阳街道_三驾马车_驰骋乡村振兴路.md,jurong_local_agri_report,True,,179,5639509640c9769541d7446267e714c9a3aaaa2e9ea4eaac370f769741e17b15,句容市华阳街道办事处,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_07_江苏句容华阳街道_三驾马车_驰骋乡村振兴路.html,江苏句容华阳街道：“三驾马车”驰骋乡村振兴路,https://www.jurong.gov.cn/jurong/xzdt/202412/e286fe8a45624634b588285b4311ac4e.shtml,
3591,今日句容,2024-12-11 09:03,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\08_赵亚夫_以_戴庄经验_描绘共同富裕新画卷.md,jurong_local_agri_report,True,,170,74e135306c8ce1b45ebd827ec706e028f5b96e25363e8619be84fa32aaaa6442,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_08_赵亚夫_以_戴庄经验_描绘共同富裕新画卷.html,赵亚夫：以“戴庄经验”描绘共同富裕新画卷,https://www.jurong.gov.cn/jurong/jrjr/202412/fc3cf7a19fd34602874f779afbe1d831.shtml,
4139,乡镇动态,2024-12-04 10:48,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\09_华阳街道_党建赋能福桃产业_映红_乡村振兴底色.md,jurong_local_agri_report,True,,162,f00aa3cdf81b32a9cb7a336ff10d86444375132d15a7eaeb3635a14e0ead10b0,句容市华阳街道办事处,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_09_华阳街道_党建赋能福桃产业_映红_乡村振兴底色.html,华阳街道：党建赋能福桃产业 “映红”乡村振兴底色,https://www.jurong.gov.cn/jurong/xzdt/202412/6619a9e617a3423aa52d67a4c8ad20b7.shtml,
2623,今日句容,2025-04-03 09:03,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\10_高水平建设农业强市_我市获评全省推进乡村全面振兴争先进位县.md,jurong_local_agri_report,True,,160,ac4c82eb94601fa7c0eb5441ccf123c4891cb5502c76bab92e12c1e53ade3795,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_10_高水平建设农业强市_我市获评全省推进乡村全面振兴争先进位县.html,高水平建设农业强市 我市获评全省推进乡村全面振兴争先进位县,https://www.jurong.gov.cn/jurong/jrjr/202504/a50ab6aa9d774d4a96208c49e4bd7669.shtml,
3015,今日句容,2026-04-23 08:42,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\11_农旅融合绘新景_三产联动促增收_土山土水走出乡村振兴特色路.md,jurong_local_agri_report,True,,159,e8fbd6b0eca0947580846b46b245e85e1673a5caeee3d8e7229d0e4bb4f5b324,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_11_农旅融合绘新景_三产联动促增收_土山土水走出乡村振兴特色路.html,农旅融合绘新景 三产联动促增收 土山土水走出乡村振兴特色路,https://www.jurong.gov.cn/jurong/jrjr/202604/d041ddc6d3574b7ca085293bb5ed898a.shtml,
3995,乡镇动态,2025-10-13 09:04,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\12_三链融合_赋能乡村振兴_天王绘就_党建强_产业兴_农民富_新画卷.md,jurong_local_agri_report,True,,157,21b02ad7a276092f37f8a7185622e2cada68d299e1ab3f3065761919a734e93d,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_12_三链融合_赋能乡村振兴_天王绘就_党建强_产业兴_农民富_新画卷.html,“三链融合”赋能乡村振兴 天王绘就“党建强、产业兴、农民富”新画卷,https://www.jurong.gov.cn/jurong/xzdt/202510/bf50961ad06e44e5a961d9f7b73fc47f.shtml,
2976,今日句容,2025-01-15 08:41,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\13_一棚多用_四季_结果_葡萄园立体种养蹚出增收路.md,jurong_local_agri_report,True,,147,a6f73c0172cadbe4a54c308612263a4cbe166b5ef347e12c4b78230c53b12b87,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_13_一棚多用_四季_结果_葡萄园立体种养蹚出增收路.html,一棚多用 四季“结果” 葡萄园立体种养蹚出增收路,https://www.jurong.gov.cn/jurong/jrjr/202501/fc3dd736da6b4648b4034805a641c4ae.shtml,
3554,今日句容,2025-07-11 08:51,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\14_赵亚夫当_红娘_戴庄蔡门_牵手_秸秆粪肥互换建强生态循环共富链.md,jurong_local_agri_report,True,,145,4945c64d5cf763d5ca3d32b85693e2f8f0818c9c1dbfb7689f747f6b1e3750ee,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_14_赵亚夫当_红娘_戴庄蔡门_牵手_秸秆粪肥互换建强生态循环共富链.html,赵亚夫当“红娘” 戴庄蔡门“牵手” 秸秆粪肥互换建强生态循环共富链,https://www.jurong.gov.cn/jurong/jrjr/202507/54e04faf9aca4c1a8bc4b53fb16d2871.shtml,
5089,今日句容,2025-01-20 09:18,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\15_深化技术创新_驱动产业兴旺_科技小院擦亮丁庄葡萄名片.md,jurong_local_agri_report,True,,144,69930e34337dcd3850a139254e24cca92b4d267c6086e9ac17ad011c6ac757f2,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_15_深化技术创新_驱动产业兴旺_科技小院擦亮丁庄葡萄名片.html,深化技术创新 驱动产业兴旺 科技小院擦亮丁庄葡萄名片,https://www.jurong.gov.cn/jurong/jrjr/202501/48e005f35fa44c7b91bc770af282abb2.shtml,
5883,今日句容,2025-09-08 09:04,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\16_建设技术示范点_推广_因果培肥_葡萄架下草茵茵_节本增效甜到心.md,jurong_local_agri_report,True,,140,2f64230523cef17b3be666dfb1fd26cb032c5e3c7b7fcb78d6d7f04abac445c8,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_16_建设技术示范点_推广_因果培肥_葡萄架下草茵茵_节本增效甜到心.html,建设技术示范点，推广“因果培肥”—— 葡萄架下草茵茵，节本增效甜到心,https://www.jurong.gov.cn/jurong/jrjr/202509/c12b4ec64f904ea2b4cc20ba41fef650.shtml,
3146,今日句容,2025-04-25 08:35,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\17_马明龙调研推进东霞村富民强村帮促工作时强调_因地制宜_做优做特_促进农业增产农村增美农民增收.md,jurong_local_agri_report,True,,138,0358765e65230c91a99fa5d874f8bcc43a2615cc1c69d74463298973be3baa96,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_17_马明龙调研推进东霞村富民强村帮促工作时强调_因地制宜_做优做特_促进农业增产农村增美农民增收.html,马明龙调研推进东霞村富民强村帮促工作时强调 因地制宜 做优做特 促进农业增产农村增美农民增收,https://www.jurong.gov.cn/jurong/jrjr/202504/fc95198dd93042709d06fb98c3faee4f.shtml,
1742,部门动态,2024-09-18 14:44,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\18_我局联合派驻纪检监察组现场查勘农业保险受灾情况.md,jurong_local_agri_report,True,,138,d18dc661f0d46cec883aaf7e3742a7f372b5b34c1a2390790d56cf45d70fe5b7,句容市农业农村局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_18_我局联合派驻纪检监察组现场查勘农业保险受灾情况.html,我局联合派驻纪检监察组现场查勘农业保险受灾情况,https://www.jurong.gov.cn/jurong/bmdt/202409/27b55d780ca94f9eac613e52c1c36698.shtml,
4647,今日句容,2025-08-27 10:23,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\19_葡萄藤下_三扇门.md,jurong_local_agri_report,True,,134,416a490367bf8f416e8d56dda13c57efb336e21c28383a51e27d7648a3b0f7af,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_19_葡萄藤下_三扇门.html,葡萄藤下“三扇门”,https://www.jurong.gov.cn/jurong/jrjr/202508/22123f2b0db3402daa2c3e9c4a9e1d90.shtml,
4119,今日句容,2025-09-19 09:10,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\20_从农业_出圈_到产业_智变_我市以科技创新驱动高质量发展.md,jurong_local_agri_report,True,,132,28aa25d39628c0771226e6db5ab11340c04184257b169b51a56c72371f4e51ff,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_20_从农业_出圈_到产业_智变_我市以科技创新驱动高质量发展.html,从农业“出圈”到产业“智变” 我市以科技创新驱动高质量发展,https://www.jurong.gov.cn/jurong/jrjr/202509/cd9a1c6c2c174c498cfc385ff6356dfb.shtml,
2770,乡镇动态,2024-09-25 09:39,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\21_华阳福桃产业再添新引擎.md,jurong_local_agri_report,True,,131,43725673150811589e93ec8920e5a896f9c5f66dc88a4f9d48f690e99f46f035,句容市华阳街道办事处,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_21_华阳福桃产业再添新引擎.html,华阳福桃产业再添新引擎,https://www.jurong.gov.cn/jurong/xzdt/202409/ad51975b6a0447838e2191e4ad7c6fac.shtml,
2322,今日句容,2025-09-02 09:04,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\22_赵亚夫支招到田头_因地制宜发展生物多样性农业.md,jurong_local_agri_report,True,,129,08dbf20fe949fc7b0abc2b92073c84de9c13003cdf044b17fcb58b6b15b9327f,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_22_赵亚夫支招到田头_因地制宜发展生物多样性农业.html,赵亚夫支招到田头 因地制宜发展生物多样性农业,https://www.jurong.gov.cn/jurong/jrjr/202509/e2de7b0cc93d47ecbc74adcc3f961b45.shtml,
2908,乡镇动态,2024-07-31 08:46,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\23_边城镇_党建引领共富路_架起农户_致富桥.md,jurong_local_agri_report,True,,128,a8eea97fede81c079926edba37949719b4e6bd1a06db79aac71bd5157597c252,句容市边城镇,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_23_边城镇_党建引领共富路_架起农户_致富桥.html,边城镇：党建引领共富路，架起农户“致富桥”,https://www.jurong.gov.cn/jurong/xzdt/202407/75b528d7b61744598772cf3eaf59d222.shtml,
2752,今日句容,2025-08-18 09:15,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\24_专家齐聚共话产业高质量发展_第九届丁庄葡萄品种研讨与品鉴会举行.md,jurong_local_agri_report,True,,125,8748b388ef857ddebcffae6efc4238ef409b66d3e010a72c1c55a54abcf1b0ce,市,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_24_专家齐聚共话产业高质量发展_第九届丁庄葡萄品种研讨与品鉴会举行.html,专家齐聚共话产业高质量发展 第九届丁庄葡萄品种研讨与品鉴会举行,https://www.jurong.gov.cn/jurong/jrjr/202508/937ebc5319d34923b3270580bfd6bd6d.shtml,
5947,乡镇动态,2024-08-14 15:47,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\25_沃野风采_杨德亮_桃二代_接力探索共同富裕的甜蜜密码.md,jurong_local_agri_report,True,,125,b58aa3f6cb775bfb7c587855963ef089389fb100e8f657058039956501b824d6,句容市华阳街道办事处,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_25_沃野风采_杨德亮_桃二代_接力探索共同富裕的甜蜜密码.html,沃野风采  杨德亮:“桃二代”接力探索共同富裕的甜蜜密码,https://www.jurong.gov.cn/jurong/xzdt/202408/6427733cd54349118c4e815c66eb07fc.shtml,
2351,今日句容,2025-09-15 08:33,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\26_1200株草莓苗免费种到蒲城_句蒲携手共创_莓_好未来.md,jurong_local_agri_report,True,,124,d63b4e69754023fad2706c554ef197f42c00bcba98a8f5f9d8efe42ec5c082b2,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_26_1200株草莓苗免费种到蒲城_句蒲携手共创_莓_好未来.html,1200株草莓苗免费种到蒲城 句蒲携手共创“莓”好未来,https://www.jurong.gov.cn/jurong/jrjr/202509/12f75f104f8342c5bd7879ff287b17ff.shtml,
3958,今日句容,2025-09-01 08:40,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\27_升级的甜蜜正奔向千家万户_丁庄葡萄智慧链护航鲜甜直达.md,jurong_local_agri_report,True,,123,50d246cd88f07b28758dd6d251f4ab4f318d8f2792c12ab0c68884e86dc90cd6,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_27_升级的甜蜜正奔向千家万户_丁庄葡萄智慧链护航鲜甜直达.html,升级的甜蜜正奔向千家万户 丁庄葡萄智慧链护航鲜甜直达,https://www.jurong.gov.cn/jurong/jrjr/202509/db837818387b426697edbb213990b90f.shtml,
3308,今日句容,2024-12-30 08:34,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\28_许昆林在镇江调研基层党建联系点时强调_统筹推进新型城镇化和乡村全面振兴_让农业基础更稳固农村地区更繁荣农民生.md,jurong_local_agri_report,True,,119,9abb01adbe3d9fb38249b33f1ec7bf9eb07ad7aeee3104a5f8c5b44e58324cfd,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_28_许昆林在镇江调研基层党建联系点时强调_统筹推进新型城镇化和乡村全面振兴_让农业基础更稳固农村地区更繁荣农民生.html,许昆林在镇江调研基层党建联系点时强调 统筹推进新型城镇化和乡村全面振兴 让农业基础更稳固农村地区更繁荣农民生活更红火,https://www.jurong.gov.cn/jurong/jrjr/202412/fdadff43900b47b6a48dec3c53b992c9.shtml,
2169,今日句容,2025-05-14 08:55,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\29_周必松调研推进富民强村工作.md,jurong_local_agri_report,True,,115,427bc49546e8327d14bffca45815f58e6bb90c2f23088e1b26fe6e41b4cf5089,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_29_周必松调研推进富民强村工作.html,周必松调研推进富民强村工作,https://www.jurong.gov.cn/jurong/jrjr/202505/524b628367d448f380df41f094f8d2bb.shtml,
1468,部门动态,2024-09-11 10:12,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\30_开展葡萄抽检_保障消费安全.md,jurong_local_agri_report,True,,115,366d5b6fdba0f53cdf545c9b570ec7bef3f5a572b919cd418dc33ed73c97320b,句容市农业农村局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_30_开展葡萄抽检_保障消费安全.html,开展葡萄抽检 保障消费安全,https://www.jurong.gov.cn/jurong/bmdt/202409/823cd929f93e4691968324aa59124a74.shtml,
11638,部门动态,2025-12-26 09:17,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\31_句容市农业农村局2025年度法治_政府_建设工作报告.md,jurong_local_agri_report,True,,113,cca3dc129ea7b44078caeae60bb355ccc9c2da6f5efa94c83b99095c87b0f67f,句容市农业农村局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_31_句容市农业农村局2025年度法治_政府_建设工作报告.html,句容市农业农村局2025年度法治（政府）建设工作报告,https://www.jurong.gov.cn/jurong/bmdt/202512/a95bf273a57f43b9892ed57d25ccbea3.shtml,
